Combination,Wins,Losses,Total Games,Win Rate
"('Aurelion Sol', 'Jhin', 'Master Yi', 'Rumble', 'Twisted Fate')",0,1,1,0.0
"('Bard', 'Hwei', 'Jhin', 'Taliyah', 'Urgot')",0,2,2,0.0
"('Corki', 'Jinx', 'Nautilus', 'Taliyah', 'Viego')",0,1,1,0.0
"('Malphite', 'Pyke', 'Udyr', 'Yone', 'Zeri')",0,1,1,0.0
"('Alistar', ""Kai'Sa"", 'Karthus', 'Ryze', 'Viego')",0,1,1,0.0
"('Galio', 'Lulu', 'Nunu & Willump', 'Varus', 'Vayne')",0,1,1,0.0
"('Alistar', 'Corki', 'Galio', 'Gragas', 'Viego')",0,1,1,0.0
"('Bard', ""Cho'Gath"", 'Ezreal', 'Graves', 'Vayne')",0,1,1,0.0
"('Ahri', 'Aphelios', 'Jayce', 'Rakan', ""Rek'Sai"")",0,1,1,0.0
"('Alistar', 'Graves', 'Hwei', 'Jayce', 'Nilah')",0,2,2,0.0
"('Aphelios', 'Ekko', 'Mordekaiser', 'Thresh', 'Tristana')",0,2,2,0.0
"(""Kai'Sa"", 'Lillia', 'Nasus', 'Nautilus', 'Tristana')",0,2,2,0.0
"('Alistar', 'Jax', 'Jhin', 'Lillia', 'Yone')",0,1,1,0.0
"('Heimerdinger', 'Irelia', 'Lillia', 'Nautilus', 'Tristana')",0,1,1,0.0
"('Azir', 'Camille', 'Corki', 'Graves', 'Nautilus')",0,1,1,0.0
"('Jayce', 'Katarina', 'Leona', 'Talon', ""Vel'Koz"")",0,1,1,0.0
"('Akshan', 'Caitlyn', 'Dr. Mundo', 'Taliyah', 'Thresh')",0,1,1,0.0
"('Blitzcrank', 'Brand', 'Ryze', 'Tristana', 'Zeri')",0,2,2,0.0
"(""Kai'Sa"", 'Leona', 'Tristana', 'Viego', 'Vladimir')",0,1,1,0.0
"('Corki', 'Gwen', 'Pyke', 'Taliyah', 'Varus')",0,2,2,0.0
"('Jinx', 'LeBlanc', 'Master Yi', 'Nautilus', 'Renekton')",0,1,1,0.0
"('Akali', 'Darius', 'Graves', 'Pyke', 'Zeri')",0,1,1,0.0
"('Aatrox', 'Lucian', 'Pyke', 'Taliyah', 'Yone')",0,1,1,0.0
"('Kalista', 'Lee Sin', 'Orianna', 'Skarner', 'Thresh')",0,2,2,0.0
"('Fiddlesticks', 'Jayce', 'Jhin', 'Sona', 'Twisted Fate')",0,1,1,0.0
"('Jhin', ""K'Sante"", 'Leona', 'Neeko', 'Pantheon')",0,2,2,0.0
"(""Kai'Sa"", 'Master Yi', 'Rell', 'Vex', 'Viego')",0,3,3,0.0
"('Alistar', 'Jhin', 'Kennen', 'LeBlanc', 'Skarner')",0,1,1,0.0
"('Camille', 'Master Yi', 'Rumble', 'Twisted Fate', 'Zeri')",0,3,3,0.0
"('Ekko', ""Kai'Sa"", 'Kennen', 'Nautilus', 'Pantheon')",0,3,3,0.0
"('Camille', 'Jinx', 'Skarner', 'Sylas', 'Viego')",0,2,2,0.0
"('Aatrox', 'Jayce', 'Nidalee', 'Rakan', 'Twitch')",0,1,1,0.0
"(""Kai'Sa"", 'Nautilus', 'Nidalee', 'Pantheon', 'Udyr')",0,4,4,0.0
"('Anivia', 'Aphelios', 'Blitzcrank', 'Lee Sin', 'Syndra')",0,1,1,0.0
"('Aphelios', 'Hwei', 'Lee Sin', 'Rakan', 'Skarner')",0,5,5,0.0
"('Kindred', 'Rakan', 'Rumble', 'Tristana', 'Xayah')",0,1,1,0.0
"('Akali', ""K'Sante"", ""Kai'Sa"", 'Lillia', 'Nautilus')",0,1,1,0.0
"('Aatrox', 'Alistar', 'Rumble', 'Tristana', 'Varus')",0,1,1,0.0
"('Fiddlesticks', 'Gangplank', ""Kai'Sa"", 'Leona', 'Tristana')",0,3,3,0.0
"('Lee Sin', 'Skarner', 'Taliyah', 'Varus', 'Zyra')",0,1,1,0.0
"('Corki', 'Jayce', 'Karthus', 'Poppy', 'Tristana')",0,1,1,0.0
"(""K'Sante"", 'Kindred', 'Nautilus', 'Rumble', 'Ziggs')",0,1,1,0.0
"('Ahri', 'Aphelios', 'Graves', 'Nautilus', 'Renekton')",0,1,1,0.0
"('Bard', 'Cassiopeia', 'Ezreal', 'Galio', 'Lee Sin')",0,1,1,0.0
"('Akshan', 'Hwei', 'Jhin', 'Rengar', 'Syndra')",0,1,1,0.0
"('Camille', 'Karthus', 'Taric', 'Tristana', 'Twisted Fate')",0,3,3,0.0
"('Jax', 'Jinx', 'Nautilus', 'Skarner', 'Zac')",0,1,1,0.0
"('Lillia', 'Renekton', 'Senna', 'Swain', 'Twisted Fate')",0,1,1,0.0
"('Heimerdinger', 'Katarina', 'Kennen', 'Xin Zhao', 'Zeri')",0,1,1,0.0
"('Lillia', 'Lux', 'Miss Fortune', 'Orianna', 'Skarner')",0,1,1,0.0
"('Hwei', 'Skarner', 'Warwick', 'Yuumi', 'Zeri')",0,2,2,0.0
"('Camille', ""Kai'Sa"", 'Rell', 'Taliyah', 'Tristana')",0,5,5,0.0
"('Rumble', 'Varus', 'Viego', 'Yone', 'Zoe')",0,2,2,0.0
"('Fiora', 'Hwei', 'Jhin', 'Rell', 'Skarner')",0,1,1,0.0
"(""Kai'Sa"", 'Lissandra', 'Nautilus', 'Nidalee', 'Renekton')",0,1,1,0.0
"('Aatrox', 'Kalista', 'Leona', 'Taliyah', 'Yone')",0,4,4,0.0
"('Blitzcrank', 'Graves', 'Jax', ""Kai'Sa"", 'Orianna')",0,1,1,0.0
"('Neeko', 'Nidalee', 'Nocturne', 'Tristana', 'Twitch')",0,4,4,0.0
"('Blitzcrank', 'Nidalee', 'Renekton', 'Tristana', 'Xayah')",0,3,3,0.0
"('Diana', 'Jayce', ""Kog'Maw"", 'Skarner', 'Thresh')",0,1,1,0.0
"('Corki', 'Jax', 'Shaco', 'Skarner', 'Sylas')",0,1,1,0.0
"('Ivern', 'Nautilus', 'Renekton', 'Tristana', 'Zeri')",0,1,1,0.0
"('Gnar', 'Gwen', 'Jhin', 'Nami', 'Tristana')",0,4,4,0.0
"('Aatrox', 'Blitzcrank', ""Kai'Sa"", 'Lillia', 'Yone')",0,3,3,0.0
"('Camille', ""Kai'Sa"", 'Lillia', 'Qiyana', 'Twisted Fate')",0,2,2,0.0
"('Ahri', 'Blitzcrank', 'Kalista', 'Lee Sin', 'Skarner')",0,1,1,0.0
"('Corki', 'Jinx', 'Kennen', 'Nautilus', 'Nunu & Willump')",0,1,1,0.0
"('Azir', 'Cassiopeia', 'Kindred', 'Skarner', 'Varus')",0,1,1,0.0
"('Brand', 'Kennen', 'Rell', 'Smolder', 'Yone')",0,1,1,0.0
"('Ashe', 'Jayce', 'Lillia', 'Sett', 'Tristana')",0,4,4,0.0
"('Kennen', 'Lillia', 'Nautilus', 'Samira', 'Tristana')",0,1,1,0.0
"('Alistar', 'Graves', 'Skarner', 'Tristana', 'Twisted Fate')",0,1,1,0.0
"('Corki', 'Dr. Mundo', 'Graves', 'Seraphine', 'Yone')",0,2,2,0.0
"('Hwei', 'Lee Sin', 'Nautilus', 'Seraphine', 'Vayne')",0,2,2,0.0
"('Galio', 'Graves', 'Skarner', 'Varus', 'Vayne')",0,2,2,0.0
"('LeBlanc', 'Lee Sin', 'Nautilus', 'Ryze', 'Twitch')",0,2,2,0.0
"(""Bel'Veth"", ""Kai'Sa"", 'Rumble', 'Skarner', 'Zoe')",0,1,1,0.0
"('Corki', 'Karthus', 'Pyke', 'Skarner', 'Yasuo')",0,1,1,0.0
"('Jhin', 'Nidalee', 'Skarner', 'Tryndamere', 'Yone')",0,2,2,0.0
"('Draven', ""Kha'Zix"", 'Pyke', 'Vayne', 'Volibear')",0,1,1,0.0
"('Fiora', ""Kai'Sa"", 'Lillia', 'Nautilus', 'Tristana')",0,3,3,0.0
"('Caitlyn', 'Gnar', 'Hecarim', 'Rakan', 'Taliyah')",0,5,5,0.0
"('Jinx', 'Lillia', 'Thresh', 'Tristana', 'Volibear')",0,1,1,0.0
"('Anivia', 'Jax', 'Kindred', 'Rakan', 'Sivir')",0,1,1,0.0
"('Ahri', 'Aphelios', 'Gragas', 'Jax', 'Kennen')",0,1,1,0.0
"('Dr. Mundo', 'Gnar', 'Jhin', 'Nidalee', 'Yone')",0,1,1,0.0
"('Jinx', 'Lissandra', 'Nautilus', 'Skarner', 'Xin Zhao')",0,3,3,0.0
"('Camille', 'Kennen', 'Pantheon', 'Sivir', 'Taliyah')",0,3,3,0.0
"('Aphelios', 'Malphite', 'Nautilus', ""Rek'Sai"", 'Syndra')",0,2,2,0.0
"('Akshan', 'Brand', 'Jayce', 'Lulu', 'Zeri')",0,2,2,0.0
"('Blitzcrank', 'Jayce', ""Kai'Sa"", 'Taliyah', 'Zac')",0,1,1,0.0
"('Ashe', 'Corki', 'Kennen', 'Olaf', 'Seraphine')",0,3,3,0.0
"('Jayce', 'Jhin', 'Nidalee', 'Renekton', 'Zyra')",0,1,1,0.0
"('Ashe', ""K'Sante"", 'Skarner', 'Taliyah', 'Tryndamere')",0,1,1,0.0
"('Draven', 'Hwei', 'Jax', 'Karma', 'Master Yi')",0,1,1,0.0
"('Aphelios', 'Diana', 'Skarner', 'Thresh', 'Tristana')",0,4,4,0.0
"(""Kai'Sa"", 'Kayn', 'LeBlanc', 'Rell', 'Skarner')",0,2,2,0.0
"(""Kai'Sa"", 'Nunu & Willump', 'Ornn', 'Rell', 'Tristana')",0,2,2,0.0
"(""Kai'Sa"", 'Nunu & Willump', 'Thresh', 'Tristana', 'Tryndamere')",0,1,1,0.0
"('Draven', 'Fiddlesticks', 'Tahm Kench', 'Thresh', 'Tristana')",0,2,2,0.0
"('Lee Sin', 'Lulu', 'Neeko', 'Skarner', 'Zeri')",0,2,2,0.0
"('Fiora', ""Kai'Sa"", 'Nidalee', 'Rell', 'Yone')",0,1,1,0.0
"('Ashe', 'Hwei', 'Rakan', 'Rammus', 'Viego')",0,1,1,0.0
"('Blitzcrank', 'Hecarim', ""Kai'Sa"", 'Ornn', 'Syndra')",0,1,1,0.0
"('Akshan', 'Jayce', 'Nautilus', 'Nidalee', 'Zeri')",0,3,3,0.0
"('Camille', 'Kennen', ""Kha'Zix"", 'Lucian', 'Milio')",0,2,2,0.0
"('Akali', 'Gangplank', 'Hecarim', ""Kai'Sa"", 'Maokai')",0,1,1,0.0
"('Bard', 'Dr. Mundo', 'LeBlanc', 'Viego', 'Zeri')",0,3,3,0.0
"(""K'Sante"", 'LeBlanc', 'Shaco', 'Varus', 'Vi')",0,1,1,0.0
"('Nautilus', 'Shaco', 'Sion', 'Syndra', 'Tristana')",0,2,2,0.0
"('Alistar', 'Corki', 'Nidalee', 'Twisted Fate', 'Varus')",0,2,2,0.0
"('Corki', 'Master Yi', 'Pantheon', 'Teemo', 'Zilean')",0,1,1,0.0
"('Ezreal', 'Jax', 'Lillia', 'Rakan', 'Tristana')",0,1,1,0.0
"('Camille', 'Graves', ""Kai'Sa"", 'Orianna', 'Rumble')",0,2,2,0.0
"('Illaoi', 'Lulu', ""Rek'Sai"", 'Taliyah', 'Zeri')",0,2,2,0.0
"('Ashe', 'Blitzcrank', 'Orianna', 'Pantheon', 'Taliyah')",0,1,1,0.0
"('Graves', 'LeBlanc', 'Pantheon', 'Rell', 'Zeri')",0,2,2,0.0
"('Graves', 'Hwei', 'Skarner', 'Tristana', 'Vladimir')",0,2,2,0.0
"('Aphelios', 'Galio', 'Lee Sin', 'Nautilus', 'Pantheon')",0,1,1,0.0
"('Caitlyn', 'Nautilus', 'Tryndamere', 'Viego', 'Zoe')",0,2,2,0.0
"('Corki', 'Galio', ""Rek'Sai"", 'Vladimir', 'Zoe')",0,2,2,0.0
"('Jinx', 'LeBlanc', 'Maokai', ""Rek'Sai"", 'Riven')",0,1,1,0.0
"('Gragas', 'Lulu', ""Rek'Sai"", 'Sivir', 'Talon')",0,1,1,0.0
"('Kennen', 'Ornn', ""Rek'Sai"", 'Senna', 'Taliyah')",0,1,1,0.0
"('Ashe', 'Katarina', 'Nautilus', 'Nidalee', 'Twisted Fate')",0,1,1,0.0
"('Ashe', 'Hwei', 'Lee Sin', 'Taric', 'Vayne')",0,1,1,0.0
"('Anivia', 'Aphelios', 'Jayce', 'Neeko', ""Rek'Sai"")",0,1,1,0.0
"('Corki', 'Jinx', ""K'Sante"", 'Nautilus', 'Nidalee')",0,4,4,0.0
"('Alistar', ""Kai'Sa"", 'Kled', 'Lee Sin', 'Sylas')",0,2,2,0.0
"('Corki', ""Kai'Sa"", 'Nidalee', 'Skarner', 'Taric')",0,2,2,0.0
"('Jinx', 'Rakan', ""Rek'Sai"", 'Skarner', 'Twisted Fate')",0,1,1,0.0
"('Hwei', ""Kai'Sa"", 'Lee Sin', 'Rakan', 'Skarner')",0,1,1,0.0
"('Corki', 'Mordekaiser', 'Nautilus', 'Poppy', 'Senna')",0,2,2,0.0
"('Ashe', 'Camille', 'Diana', 'Graves', 'Milio')",0,1,1,0.0
"('Amumu', 'Diana', 'Lucian', 'Quinn', 'Yasuo')",0,2,2,0.0
"('Anivia', 'Corki', 'Graves', 'Lulu', 'Nautilus')",0,1,1,0.0
"('Camille', 'Jinx', 'Rakan', 'Taliyah', 'Yone')",0,1,1,0.0
"('Bard', 'Caitlyn', 'Nidalee', 'Ryze', 'Yasuo')",0,2,2,0.0
"('Camille', 'Corki', 'Nautilus', 'Nidalee', 'Senna')",0,1,1,0.0
"(""Kai'Sa"", 'Lillia', 'Nautilus', 'Twisted Fate', 'Yone')",0,1,1,0.0
"('Ahri', 'Cassiopeia', 'Taric', 'Varus', 'Xin Zhao')",0,3,3,0.0
"('Akshan', 'Corki', 'Fiddlesticks', 'Nautilus', 'Twisted Fate')",0,1,1,0.0
"('Jayce', 'Nidalee', 'Ryze', 'Seraphine', 'Zeri')",0,1,1,0.0
"(""Kai'Sa"", 'Nidalee', 'Olaf', 'Twitch', 'Yasuo')",0,1,1,0.0
"('Blitzcrank', 'Draven', 'Katarina', 'Lee Sin', 'Zac')",0,1,1,0.0
"('Hwei', 'Jayce', 'Jinx', 'Nautilus', 'Taliyah')",0,1,1,0.0
"('Corki', ""Kog'Maw"", 'Lulu', ""Rek'Sai"", 'Skarner')",0,1,1,0.0
"('Jax', ""Kai'Sa"", 'LeBlanc', 'Lee Sin', 'Pyke')",0,1,1,0.0
"('Akali', 'Leona', 'Twitch', 'Vi', 'Warwick')",0,1,1,0.0
"('Brand', 'Draven', 'Jax', ""Rek'Sai"", 'Shaco')",0,1,1,0.0
"(""Bel'Veth"", 'Gragas', ""Kai'Sa"", 'Nautilus', 'Yone')",0,1,1,0.0
"('Jinx', ""K'Sante"", 'Nidalee', 'Rell', 'Tristana')",0,1,1,0.0
"('Jax', ""Kai'Sa"", 'Rell', 'Taliyah', 'Tristana')",0,1,1,0.0
"('Camille', 'Cassiopeia', 'Ezreal', 'Viego', 'Zac')",0,2,2,0.0
"('Jinx', 'LeBlanc', 'Vi', 'Zac', 'Zoe')",0,1,1,0.0
"('Aurelion Sol', 'Graves', 'Miss Fortune', 'Rell', 'Rumble')",0,1,1,0.0
"('Gragas', ""Kai'Sa"", ""Kha'Zix"", 'LeBlanc', 'Sylas')",0,1,1,0.0
"('Annie', 'Ashe', 'Varus', 'Viego', 'Yone')",0,1,1,0.0
"('Gnar', ""Kai'Sa"", 'Lee Sin', 'Nidalee', 'Pyke')",0,1,1,0.0
"('Aatrox', 'Hwei', 'Senna', 'Tahm Kench', 'Talon')",0,1,1,0.0
"('Ezreal', 'Heimerdinger', 'Lee Sin', 'Rakan', 'Zoe')",0,1,1,0.0
"('Fiddlesticks', 'Leona', ""Rek'Sai"", 'Riven', 'Zeri')",0,1,1,0.0
"('Aatrox', ""Kai'Sa"", 'Nidalee', 'Rakan', 'Zed')",0,2,2,0.0
"('Braum', 'Fiddlesticks', ""Rek'Sai"", 'Tahm Kench', 'Vayne')",0,1,1,0.0
"('Ekko', 'Jax', 'Nautilus', 'Nilah', ""Rek'Sai"")",0,2,2,0.0
"('Alistar', 'Azir', 'Camille', 'Graves', 'Jinx')",0,1,1,0.0
"('Azir', 'Gnar', 'Lucian', 'Nami', 'Vi')",0,2,2,0.0
"('Aphelios', 'Gwen', 'Karma', 'Kindred', 'Rell')",0,1,1,0.0
"('Lissandra', 'Nidalee', 'Skarner', 'Varus', 'Zac')",0,1,1,0.0
"('Rakan', ""Rek'Sai"", 'Smolder', 'Taliyah', 'Vladimir')",0,2,2,0.0
"('Jayce', 'Kled', 'Nautilus', 'Nidalee', 'Sivir')",0,2,2,0.0
"('Akali', 'Camille', 'Jinx', 'Nautilus', ""Rek'Sai"")",0,1,1,0.0
"('Akshan', 'Braum', ""K'Sante"", 'Lucian', 'Taliyah')",0,2,2,0.0
"('Gnar', 'Hwei', 'Kalista', 'Pyke', ""Rek'Sai"")",0,2,2,0.0
"('Irelia', 'Jinx', 'Taliyah', 'Thresh', 'Tryndamere')",0,2,2,0.0
"('Brand', 'Jax', 'Rell', 'Rumble', 'Varus')",0,1,1,0.0
"('Jax', 'Jinx', 'Neeko', 'Nocturne', 'Thresh')",0,1,1,0.0
"('Fiora', 'Katarina', 'Taliyah', 'Thresh', 'Zeri')",0,1,1,0.0
"('Dr. Mundo', 'Lillia', 'Senna', 'Varus', 'Yone')",0,1,1,0.0
"('Hwei', 'Jax', ""Kha'Zix"", 'Sivir', 'Zoe')",0,1,1,0.0
"('Brand', 'Nami', 'Skarner', 'Tristana', 'Xin Zhao')",0,3,3,0.0
"('Blitzcrank', 'Lux', 'Nidalee', 'Renekton', 'Varus')",0,1,1,0.0
"(""Kai'Sa"", 'Lillia', 'Rell', 'Yasuo', 'Zed')",0,1,1,0.0
"('Aatrox', 'Ahri', 'Brand', 'Graves', 'Nautilus')",0,4,4,0.0
"('Ahri', 'Jax', 'Rakan', 'Viego', 'Xayah')",0,2,2,0.0
"('Caitlyn', 'Neeko', 'Rumble', 'Skarner', 'Yone')",0,2,2,0.0
"('Alistar', 'Gangplank', 'Ivern', 'Lucian', 'Tristana')",0,1,1,0.0
"(""Kai'Sa"", 'Nautilus', 'Sejuani', 'Taliyah', 'Tristana')",0,2,2,0.0
"('Aatrox', 'Nilah', 'Seraphine', 'Taliyah', 'Viego')",0,1,1,0.0
"('Jinx', 'Kled', 'Nocturne', 'Rell', 'Sylas')",0,2,2,0.0
"('Caitlyn', ""K'Sante"", 'Lux', ""Rek'Sai"", 'Syndra')",0,1,1,0.0
"('Alistar', 'Caitlyn', ""K'Sante"", 'Orianna', ""Rek'Sai"")",0,1,1,0.0
"('Aphelios', 'Ashe', 'Dr. Mundo', 'Jarvan IV', 'Rumble')",0,2,2,0.0
"('Ezreal', 'Jayce', 'Nautilus', 'Nidalee', 'Viego')",0,2,2,0.0
"('Aatrox', 'Cassiopeia', 'Nidalee', 'Seraphine', 'Sivir')",0,1,1,0.0
"('Jinx', 'LeBlanc', 'Pantheon', 'Shen', 'Tryndamere')",0,2,2,0.0
"('Corki', 'Hwei', 'Nidalee', 'Rakan', 'Tryndamere')",0,4,4,0.0
"('Annie', 'Caitlyn', 'Kayn', 'Nautilus', 'Ryze')",0,1,1,0.0
"('Ezreal', 'Lee Sin', 'Neeko', 'Skarner', 'Zyra')",0,1,1,0.0
"('Janna', 'Jayce', 'Jinx', 'Orianna', 'Viego')",0,2,2,0.0
"('Braum', 'Jayce', 'Taliyah', 'Varus', 'Veigar')",0,1,1,0.0
"('Gragas', 'Jayce', 'Jinx', 'Nautilus', 'Taliyah')",0,1,1,0.0
"('Fiora', 'Leona', 'Viego', 'Xayah', 'Xerath')",0,1,1,0.0
"('Corki', 'Jinx', 'Nautilus', 'Skarner', 'Taliyah')",0,1,1,0.0
"('Ahri', 'Akshan', 'Caitlyn', 'Cassiopeia', 'Yuumi')",0,1,1,0.0
"('Corki', 'Kindred', 'LeBlanc', 'Ornn', 'Rell')",0,1,1,0.0
"('Ahri', 'Alistar', 'Camille', 'Graves', 'Jinx')",0,1,1,0.0
"('Akshan', 'Bard', 'Caitlyn', 'Diana', 'Wukong')",0,1,1,0.0
"('Blitzcrank', ""Kai'Sa"", 'Skarner', 'Taliyah', 'Yasuo')",0,1,1,0.0
"('Hwei', 'Irelia', 'Neeko', 'Nocturne', 'Zeri')",0,1,1,0.0
"('Corki', 'Maokai', 'Master Yi', 'Nidalee', 'Viktor')",0,1,1,0.0
"('Ahri', 'Skarner', 'Twisted Fate', 'Varus', 'Viego')",0,1,1,0.0
"('Camille', 'Rell', 'Smolder', 'Taliyah', 'Zed')",0,3,3,0.0
"('Gragas', ""Kha'Zix"", 'Lucian', 'Nami', 'Twisted Fate')",0,1,1,0.0
"('Aatrox', 'Alistar', 'Ashe', 'Hwei', 'Viego')",0,2,2,0.0
"('Fiddlesticks', ""K'Sante"", 'Rumble', 'Smolder', 'Tryndamere')",0,1,1,0.0
"('Ashe', 'Azir', 'Hecarim', ""K'Sante"", 'Seraphine')",0,4,4,0.0
"('Draven', 'Jayce', 'Nidalee', 'Renata Glasc', 'Rumble')",0,1,1,0.0
"('Jinx', 'Mordekaiser', 'Taric', 'Viego', 'Yone')",0,1,1,0.0
"('Aurelion Sol', 'Lucian', 'Rumble', 'Tryndamere', 'Viego')",0,1,1,0.0
"(""Rek'Sai"", 'Rell', 'Ryze', 'Twisted Fate', 'Viego')",0,4,4,0.0
"('Blitzcrank', 'Camille', 'Jinx', 'LeBlanc', 'Nidalee')",0,1,1,0.0
"('Jayce', 'Nautilus', 'Nidalee', 'Samira', 'Tryndamere')",0,2,2,0.0
"('Aphelios', 'Nidalee', 'Rakan', 'Zac', 'Zed')",0,1,1,0.0
"('Jhin', 'Lillia', 'Maokai', 'Udyr', 'Yone')",0,1,1,0.0
"('Elise', 'Jayce', 'Jinx', 'Skarner', 'Twisted Fate')",0,4,4,0.0
"('Jinx', 'Lissandra', 'Shen', 'Thresh', 'Viego')",0,1,1,0.0
"('Alistar', 'Corki', 'Neeko', 'Renekton', 'Viego')",0,1,1,0.0
"('Akali', 'Caitlyn', 'Graves', 'Lux', 'Tristana')",0,2,2,0.0
"(""Kai'Sa"", 'Nautilus', 'Qiyana', 'Sylas', 'Tristana')",0,1,1,0.0
"('Braum', 'Corki', 'Ornn', 'Taliyah', 'Zed')",0,3,3,0.0
"('Graves', 'Jax', 'Rakan', 'Taliyah', 'Twitch')",0,1,1,0.0
"('Gnar', ""Kai'Sa"", 'Karthus', 'Pantheon', 'Rell')",0,2,2,0.0
"('Draven', 'Galio', 'Kindred', 'Nautilus', 'Skarner')",0,1,1,0.0
"('Corki', 'Gragas', 'Lee Sin', 'Nautilus', 'Ziggs')",0,3,3,0.0
"('Jinx', 'Nasus', 'Nautilus', 'Taliyah', 'Viego')",0,3,3,0.0
"('Camille', ""K'Sante"", 'Kalista', 'Katarina', 'Skarner')",0,1,1,0.0
"('Blitzcrank', 'Kled', 'Sylas', 'Twisted Fate', 'Viego')",0,3,3,0.0
"('Ahri', 'Jax', 'Poppy', 'Tahm Kench', 'Zeri')",0,1,1,0.0
"('Akali', 'Jax', 'Jhin', 'Rakan', 'Viego')",0,2,2,0.0
"(""Bel'Veth"", 'Kalista', 'Kennen', 'Pantheon', 'Yone')",0,3,3,0.0
"('Ashe', 'Aurelion Sol', 'Hwei', 'Ornn', 'Viego')",0,1,1,0.0
"('Alistar', 'Corki', 'Gwen', ""Kai'Sa"", 'Lillia')",0,2,2,0.0
"('Aatrox', 'Alistar', 'Jhin', 'Nidalee', 'Tristana')",0,1,1,0.0
"('Akali', 'Heimerdinger', 'Lee Sin', 'Thresh', 'Zeri')",0,1,1,0.0
"('Aatrox', ""Kai'Sa"", 'Pyke', 'Rammus', 'Singed')",0,1,1,0.0
"('Jarvan IV', 'LeBlanc', 'Rakan', 'Skarner', 'Zeri')",0,1,1,0.0
"('Aphelios', 'Hecarim', 'Kassadin', 'Seraphine', 'Twisted Fate')",0,2,2,0.0
"('Hwei', ""Rek'Sai"", 'Renekton', 'Senna', 'Swain')",0,1,1,0.0
"('Gnar', 'Graves', 'Sylas', 'Tryndamere', 'Twisted Fate')",0,2,2,0.0
"('Jinx', 'LeBlanc', 'Leona', 'Mordekaiser', 'Viego')",0,1,1,0.0
"('Gragas', ""Kai'Sa"", 'Rell', 'Taliyah', 'Viego')",0,1,1,0.0
"('Alistar', 'Jinx', 'Taliyah', 'Twisted Fate', 'Volibear')",0,1,1,0.0
"('Alistar', 'Gwen', 'Hwei', 'Jinx', 'Kindred')",0,1,1,0.0
"('Ahri', 'Alistar', 'Graves', 'Jinx', ""K'Sante"")",0,2,2,0.0
"('Alistar', 'Irelia', 'Urgot', 'Viego', 'Zeri')",0,1,1,0.0
"('Jinx', 'Katarina', 'Renata Glasc', 'Taliyah', 'Urgot')",0,1,1,0.0
"('Ashe', 'Aurelion Sol', 'Kled', 'Rell', 'Talon')",0,2,2,0.0
"('Jayce', 'Nidalee', 'Seraphine', 'Urgot', 'Varus')",0,1,1,0.0
"('Fiddlesticks', 'Talon', 'Urgot', 'Varus', 'Ziggs')",0,2,2,0.0
"('Annie', 'Blitzcrank', 'Graves', 'Urgot', 'Zeri')",0,1,1,0.0
"('Aphelios', 'Blitzcrank', 'Elise', 'Ornn', 'Urgot')",0,2,2,0.0
"(""Kai'Sa"", 'Neeko', 'Orianna', 'Urgot', 'Viego')",0,2,2,0.0
"('Ashe', 'Lillia', 'Urgot', 'Varus', 'Yone')",0,1,1,0.0
"('Anivia', 'Kindred', 'Taric', 'Twitch', 'Urgot')",0,2,2,0.0
"('Ashe', 'Hwei', ""K'Sante"", 'Rumble', 'Viego')",0,3,3,0.0
"('Hwei', 'Ivern', ""Kai'Sa"", 'Lulu', 'Urgot')",0,2,2,0.0
"('Azir', 'Graves', 'Lux', 'Urgot', 'Varus')",0,1,1,0.0
"('Jinx', 'Leona', 'Lillia', 'Pantheon', 'Urgot')",0,2,2,0.0
"(""Bel'Veth"", 'Jinx', 'Nautilus', 'Ornn', 'Sylas')",0,1,1,0.0
"('Hwei', 'Jayce', 'Leona', 'Varus', 'Viego')",0,1,1,0.0
"('Ashe', 'Braum', 'Qiyana', 'Taliyah', 'Urgot')",0,1,1,0.0
"('Bard', 'Caitlyn', 'Jayce', 'Nidalee', 'Urgot')",0,3,3,0.0
"('Akali', 'Blitzcrank', 'Hecarim', 'Jayce', ""Kai'Sa"")",0,1,1,0.0
"('Ashe', 'Corki', 'Jax', 'Jayce', 'Lillia')",0,1,1,0.0
"('Ahri', 'Draven', 'Graves', 'Seraphine', 'Skarner')",0,1,1,0.0
"('Ashe', 'Fiora', 'Rell', 'Taliyah', 'Yone')",0,1,1,0.0
"('Camille', 'Galio', 'Lillia', 'Lucian', 'Nami')",0,4,4,0.0
"('Akshan', 'Draven', 'Elise', 'Fiddlesticks', 'Olaf')",0,1,1,0.0
"('Camille', 'Fiora', ""Kog'Maw"", 'Nidalee', 'Skarner')",0,1,1,0.0
"('Elise', 'Jayce', 'Jhin', 'Karthus', 'Riven')",0,2,2,0.0
"('Ahri', 'Camille', 'Lucian', 'Olaf', 'Vi')",0,1,1,0.0
"('Corki', 'Elise', 'Galio', 'Jax', 'Pyke')",0,1,1,0.0
"('Ashe', 'Elise', 'LeBlanc', ""Rek'Sai"", 'Vladimir')",0,1,1,0.0
"('Fiddlesticks', 'Gragas', 'Jayce', 'Skarner', 'Varus')",0,2,2,0.0
"('Jax', 'Jinx', ""Kha'Zix"", 'Rakan', 'Yone')",0,3,3,0.0
"('Jhin', ""K'Sante"", 'Nidalee', 'Senna', 'Taliyah')",0,1,1,0.0
"('Alistar', 'Jayce', 'Nasus', 'Nidalee', 'Nilah')",0,3,3,0.0
"('Irelia', 'Jax', 'Nidalee', 'Yuumi', 'Zeri')",0,1,1,0.0
