Combination,Wins,Losses,Total Games
"('Ashe', 'Jax', 'Nasus', 'Nidalee', 'Sett')",1,0,1
"('Kayn', 'Nautilus', 'Yasuo', 'Zac', 'Zeri')",0,1,1
"('Caitlyn', ""K'Sante"", 'Morgana', 'Nunu & Willump', 'Yasuo')",1,0,1
"('Camille', 'Galio', 'Lillia', 'Miss Fortune', 'Qiyana')",1,0,1
"('Braum', 'Irelia', 'Jayce', 'Taliyah', 'Varus')",0,1,1
"('Bard', 'Caitlyn', 'Gragas', 'Graves', 'Jax')",0,1,1
"('Akshan', 'Aphelios', 'Malphite', 'Rell', 'Taliyah')",0,1,1
"('Azir', 'Jinx', 'Nautilus', 'Rumble', 'Twisted Fate')",1,0,1
"('Ekko', 'Kalista', 'Kayn', 'Rell', 'Renekton')",1,0,1
"('Ekko', 'Jinx', 'Lulu', 'Renekton', 'Vi')",1,0,1
"('Alistar', 'Ekko', 'Jhin', 'Karthus', 'Warwick')",1,0,1
"('Ekko', 'Kalista', 'Rumble', 'Tryndamere', 'Vi')",1,0,1
"('Akshan', 'Alistar', ""Kai'Sa"", 'Skarner', 'Taliyah')",1,0,1
"('Aphelios', 'Orianna', 'Rengar', 'Skarner', 'Thresh')",0,1,1
"('Ahri', 'Ashe', 'Jax', ""Kai'Sa"", 'Twisted Fate')",1,0,1
"('Hwei', 'Janna', 'Jarvan IV', 'Rumble', 'Smolder')",1,0,1
"('Irelia', 'Kalista', 'Kassadin', 'Nautilus', 'Viego')",1,0,1
"('Jinx', 'Taliyah', 'Thresh', 'Tryndamere', 'Yone')",1,0,1
"('Ashe', 'Ekko', 'Lucian', 'Sylas', 'Yone')",1,0,1
"('Diana', 'Lee Sin', 'Nilah', 'Sion', 'Soraka')",1,0,1
"('Blitzcrank', 'Jax', 'Taliyah', 'Tristana', 'Vayne')",1,0,1
"('Bard', 'Graves', 'Hwei', 'Poppy', 'Vayne')",0,1,1
"('Ashe', 'Gwen', 'Lillia', 'Naafiri', 'Seraphine')",1,0,1
"('Akali', 'Jhin', 'Naafiri', 'Nidalee', 'Soraka')",0,1,1
"('Kalista', 'Nidalee', 'Orianna', 'Pyke', 'Yorick')",1,0,1
"('Brand', ""K'Sante"", 'Lucian', 'Rell', 'Renekton')",1,0,1
"('Aphelios', 'Hwei', 'Thresh', 'Viego', 'Volibear')",1,0,1
"('Graves', 'Hwei', 'Jhin', 'Teemo', 'Zyra')",1,0,1
"('Camille', ""Kai'Sa"", 'Rell', 'Taliyah', 'Yasuo')",0,1,1
"(""Bel'Veth"", 'Galio', 'Gnar', 'Jhin', 'Rumble')",1,0,1
"('Corki', 'Lee Sin', 'Nautilus', 'Tahm Kench', 'Yone')",1,0,1
"('Aphelios', 'Poppy', 'Qiyana', 'Thresh', 'Zac')",1,0,1
"('Jinx', 'Kassadin', 'Sona', 'Twisted Fate', 'Viego')",0,1,1
"('Graves', ""Kai'Sa"", 'Rell', 'Twisted Fate', 'Xerath')",0,1,1
"('Nautilus', 'Nidalee', 'Quinn', 'Twitch', 'Viego')",0,1,1
"('Anivia', 'Dr. Mundo', 'Kalista', 'Taliyah', 'Viego')",1,0,1
"('Akshan', 'Ashe', 'Blitzcrank', 'Brand', 'Heimerdinger')",1,0,1
"('Diana', 'Rakan', 'Skarner', 'Tristana', 'Viego')",0,1,1
"('Ashe', 'Kindred', 'Seraphine', 'Sett', 'Viego')",1,0,1
"('Akshan', 'Lillia', 'Rell', 'Twisted Fate', 'Xayah')",1,0,1
"('Braum', 'Jinx', 'Skarner', 'Taliyah', 'Viego')",0,1,1
"('Elise', 'Gwen', 'Jinx', 'Lulu', 'Twisted Fate')",1,0,1
"('Ezreal', 'Gangplank', 'Rakan', 'Rumble', 'Tristana')",1,0,1
"('Aurelion Sol', 'Camille', 'Gwen', 'Jarvan IV', 'Jinx')",1,0,1
"('Corki', 'Lux', ""Rek'Sai"", 'Swain', 'Tristana')",1,0,1
"('Aphelios', 'Hwei', 'Nidalee', 'Soraka', 'Volibear')",1,0,1
"('Akali', 'Kalista', 'Nautilus', 'Qiyana', 'Viego')",0,1,1
"('Aatrox', 'Draven', 'Kalista', 'Syndra', 'Xin Zhao')",0,1,1
"('Alistar', ""K'Sante"", ""Kai'Sa"", 'Lee Sin', 'Twisted Fate')",1,0,1
"('Fiddlesticks', ""K'Sante"", 'Lucian', 'Nami', 'Tristana')",1,0,1
"('Ashe', 'Aurelion Sol', ""K'Sante"", 'Kindred', 'Seraphine')",1,0,1
"(""Kai'Sa"", 'Nidalee', 'Rell', 'Tristana', 'Varus')",0,1,1
"('Akshan', 'Kennen', 'Lee Sin', 'Sona', 'Zeri')",1,0,1
"('Ahri', 'Ashe', 'Jax', 'Neeko', 'Volibear')",0,1,1
"('Ekko', 'Nautilus', 'Olaf', 'Tristana', 'Varus')",0,1,1
"('Camille', 'Cassiopeia', ""Kha'Zix"", 'Nautilus', 'Tristana')",1,0,1
"('Neeko', 'Ryze', 'Tristana', 'Varus', 'Vi')",1,0,1
"('Corki', 'Gwen', 'Nautilus', 'Nidalee', 'Tristana')",1,0,1
"('Camille', 'Lucian', 'Neeko', 'Skarner', 'Tristana')",1,0,1
"(""Bel'Veth"", 'Mordekaiser', 'Nautilus', 'Sivir', 'Tryndamere')",1,0,1
"('Ashe', 'Braum', 'Gnar', 'Ivern', 'Vi')",0,1,1
"('Hwei', 'Jax', 'Jinx', 'Seraphine', 'Viego')",0,1,1
"('Graves', 'Jhin', 'Rumble', 'Seraphine', 'Tryndamere')",1,0,1
"('Gwen', 'Senna', 'Seraphine', 'Xin Zhao', 'Yone')",1,0,1
"('Aurelion Sol', 'Kayn', 'Seraphine', 'Yone', 'Zeri')",1,0,1
"('Camille', 'Fiddlesticks', 'Seraphine', 'Sivir', 'Viego')",1,0,1
"('Jax', 'Jinx', 'Nidalee', 'Seraphine', 'Twisted Fate')",0,1,1
"('Aatrox', 'Hwei', 'Neeko', ""Rek'Sai"", 'Varus')",0,1,1
"('Aphelios', 'Corki', 'Gnar', 'Nautilus', 'Taliyah')",0,1,1
"('Azir', 'Blitzcrank', 'Jhin', 'Twisted Fate', 'Zyra')",1,0,1
"(""Bel'Veth"", 'Kalista', 'Kled', 'Nautilus', 'Tristana')",0,1,1
"('Aphelios', 'Olaf', 'Taliyah', 'Thresh', 'Tryndamere')",0,1,1
"('Aphelios', 'Hwei', 'Ornn', 'Rakan', 'Viego')",1,0,1
"(""Kai'Sa"", 'Nidalee', 'Skarner', 'Sona', 'Tryndamere')",1,0,1
"('Brand', 'Jhin', 'Kled', 'Lucian', 'Nidalee')",0,1,1
"('Jayce', 'Lillia', 'Nautilus', 'Tristana', 'Zeri')",1,0,1
"('Corki', 'Ezreal', 'Ivern', 'Jax', 'Rakan')",1,0,1
"('Ashe', 'Corki', ""K'Sante"", 'Maokai', 'Sett')",1,0,1
"('Kennen', 'Lee Sin', 'Rakan', 'Tryndamere', 'Zeri')",1,0,1
"('Ezreal', 'Graves', 'Hwei', 'Irelia', 'Karma')",1,0,1
"('Brand', ""Kai'Sa"", 'Rell', 'Riven', 'Smolder')",0,1,1
"('Ashe', 'Jhin', 'Lillia', 'Renekton', 'Tryndamere')",0,1,1
"('Corki', 'Galio', 'Lillia', 'Pyke', 'Tristana')",0,1,1
"('Fiora', 'Jinx', 'Nautilus', 'Nidalee', 'Tryndamere')",0,1,1
"('Aphelios', 'Azir', 'Graves', 'Ornn', 'Thresh')",0,1,1
"('Graves', 'Gwen', 'Kalista', 'Skarner', 'Tryndamere')",1,0,1
"('Corki', 'Nautilus', 'Nidalee', 'Sylas', 'Tryndamere')",1,0,1
"('Braum', 'Diana', ""Kai'Sa"", 'Skarner', 'Tryndamere')",1,0,1
"('Caitlyn', 'Elise', 'Nautilus', 'Tryndamere', 'Twisted Fate')",0,1,1
"('Darius', ""Kai'Sa"", 'Nidalee', 'Pyke', 'Tryndamere')",1,0,1
"('Akshan', 'Galio', 'Lucian', 'Nami', 'Nidalee')",1,0,1
"('Akshan', 'Jinx', 'Nautilus', 'Nidalee', 'Sett')",1,0,1
"('Dr. Mundo', 'Ezreal', 'Fiddlesticks', 'Katarina', 'Leona')",1,0,1
"('Akshan', ""Kai'Sa"", 'Kennen', ""Rek'Sai"", 'Rell')",0,1,1
"('Aphelios', 'Galio', 'Kindred', 'Mordekaiser', 'Rell')",1,0,1
"('Akali', 'Caitlyn', 'Lux', 'Skarner', 'Xin Zhao')",0,1,1
"('Corki', 'Rell', 'Rumble', 'Twisted Fate', 'Viego')",1,0,1
"('Aatrox', ""Kai'Sa"", 'Orianna', 'Rell', 'Wukong')",1,0,1
"('Corki', 'Evelynn', 'Hwei', 'Leona', 'Skarner')",1,0,1
"('Graves', ""Kai'Sa"", 'Rell', 'Sylas', 'Volibear')",1,0,1
"('Ashe', 'Jayce', 'Lee Sin', 'Taric', 'Vex')",0,1,1
"('Ahri', 'Gnar', 'Graves', 'Rell', 'Varus')",0,1,1
"('Aatrox', 'Corki', 'Rell', 'Sylas', 'Veigar')",1,0,1
"('Akshan', ""Kai'Sa"", 'Lee Sin', 'Rell', 'Zyra')",0,1,1
"('Dr. Mundo', 'Jinx', 'Rell', 'Skarner', 'Twisted Fate')",1,0,1
"('Draven', 'Gragas', 'Jayce', 'Mordekaiser', 'Rell')",1,0,1
"('Ahri', 'Draven', 'Lee Sin', 'Rell', 'Skarner')",0,1,1
"('Hecarim', ""Kai'Sa"", 'Kennen', 'LeBlanc', 'Rell')",1,0,1
"(""Kai'Sa"", 'LeBlanc', 'Lee Sin', 'Rell', 'Teemo')",0,1,1
"('Heimerdinger', 'Kayn', 'Rell', 'Syndra', 'Varus')",1,0,1
"('Malphite', 'Nidalee', 'Qiyana', 'Rell', 'Samira')",0,1,1
"('Rell', 'Singed', 'Sylas', 'Varus', 'Viego')",0,1,1
"('Camille', 'Galio', 'Kayn', 'Leona', 'Samira')",1,0,1
"('Ahri', 'Ashe', 'Camille', 'Jayce', ""Kha'Zix"")",1,0,1
"(""Kai'Sa"", 'Nidalee', 'Rell', 'Tristana', 'Vayne')",1,0,1
"('Illaoi', 'Rell', 'Smolder', 'Taliyah', 'Viego')",0,1,1
"('Akali', 'Corki', 'Jax', 'Rell', 'Viego')",1,0,1
"('Ashe', 'Gragas', 'Lillia', 'Taric', 'Tristana')",1,0,1
"('Kalista', 'Malphite', 'Rell', 'Shaco', 'Syndra')",1,0,1
"('Kalista', ""Kha'Zix"", 'Rell', 'Renekton', 'Viktor')",0,1,1
"('Jhin', 'Rell', 'Rumble', 'Vayne', 'Yone')",1,0,1
"('Orianna', 'Rell', 'Rumble', 'Viego', 'Zeri')",0,1,1
"('Cassiopeia', 'Corki', 'Fiora', 'Lee Sin', 'Rell')",1,0,1
"(""K'Sante"", 'Lee Sin', 'Rell', 'Sylas', 'Varus')",1,0,1
"('Corki', 'Galio', 'Rell', 'Rengar', 'Rumble')",0,1,1
"('Ahri', 'Kayn', 'Lucian', 'Rell', 'Volibear')",0,1,1
"('Lucian', 'Rell', 'Skarner', 'Sylas', 'Viego')",1,0,1
"('Draven', 'Graves', 'Hwei', 'Rell', 'Shen')",1,0,1
"('Nasus', 'Rell', 'Samira', 'Taliyah', 'Yasuo')",1,0,1
"('Lee Sin', 'Malphite', 'Rell', 'Samira', 'Syndra')",1,0,1
"('Graves', 'Jayce', 'Jinx', 'Rell', 'Syndra')",0,1,1
"('Jhin', 'Rell', 'Riven', 'Talon', 'Viego')",1,0,1
"('Ahri', 'Ashe', 'Jax', 'Rell', 'Sejuani')",1,0,1
"('Rell', 'Ryze', 'Samira', 'Taliyah', 'Viego')",0,1,1
"('Jinx', 'Kindred', 'Pantheon', 'Ryze', 'Viego')",1,0,1
"('Akshan', 'Heimerdinger', ""K'Sante"", ""Kha'Zix"", 'Varus')",0,1,1
"('Akshan', ""Kai'Sa"", 'Senna', 'Shen', 'Taliyah')",0,1,1
"('Akshan', 'Cassiopeia', ""K'Sante"", 'Nautilus', 'Xin Zhao')",1,0,1
"('Jinx', 'Riven', 'Thresh', 'Viego', 'Zac')",1,0,1
"('Alistar', 'Gragas', ""Rek'Sai"", 'Vayne', 'Viego')",1,0,1
"('Blitzcrank', 'Jhin', 'Rumble', 'Taliyah', 'Viego')",1,0,1
"('Darius', 'Lillia', 'Lucian', 'Nami', 'Viego')",0,1,1
"('Brand', 'Jinx', 'Lulu', 'Skarner', 'Viego')",1,0,1
"('Akshan', 'Rell', 'Renekton', 'Talon', 'Varus')",0,1,1
"('Aphelios', 'Brand', ""K'Sante"", 'Thresh', 'Viego')",0,1,1
"('Jinx', ""K'Sante"", 'Nautilus', 'Nidalee', 'Viego')",1,0,1
"('Alistar', 'Corki', 'Renekton', 'Taliyah', 'Viego')",1,0,1
"('Akshan', 'Irelia', 'Jhin', 'Rell', 'Taliyah')",0,1,1
"('Jax', 'Jhin', 'Taliyah', 'Viego', 'Xerath')",1,0,1
"('Akshan', 'Ashe', ""Kai'Sa"", 'Karthus', 'Malphite')",0,1,1
"('Akshan', 'Brand', ""Kai'Sa"", 'Rell', 'Rumble')",0,1,1
"('Akshan', 'Fiddlesticks', ""K'Sante"", 'Rumble', 'Zeri')",1,0,1
"('Akshan', 'Camille', 'Nautilus', 'Nidalee', 'Samira')",1,0,1
"('Blitzcrank', 'Jayce', 'Nidalee', 'Tristana', 'Veigar')",0,1,1
"('Alistar', 'Corki', 'Lee Sin', ""Vel'Koz"", 'Zoe')",0,1,1
"('Akshan', 'Graves', 'Pyke', 'Sivir', 'Skarner')",1,0,1
"('Akali', 'Ashe', 'Graves', 'Pyke', 'Sion')",0,1,1
"('Galio', 'Kayn', 'Nilah', 'Pyke', 'Riven')",1,0,1
"('Dr. Mundo', 'Gwen', 'LeBlanc', 'Nautilus', 'Zeri')",0,1,1
"('Blitzcrank', 'Corki', 'Kennen', 'Lillia', 'Zeri')",1,0,1
"('Ashe', 'Hwei', 'Kindred', 'Kled', 'Syndra')",0,1,1
"('Heimerdinger', 'Jayce', 'Viego', 'Yasuo', 'Zilean')",0,1,1
"(""Bel'Veth"", 'Draven', 'Hwei', 'Nautilus', 'Skarner')",0,1,1
"('Brand', 'Jinx', 'Leona', 'Tahm Kench', 'Viego')",1,0,1
"('Elise', 'Ezreal', 'Renekton', 'Seraphine', 'Viego')",0,1,1
"('Jinx', 'Pyke', 'Skarner', 'Taliyah', 'Viego')",1,0,1
"('Kalista', 'Master Yi', 'Renata Glasc', 'Skarner', 'Viego')",1,0,1
"('Jinx', 'Kindred', 'Thresh', 'Udyr', 'Viego')",0,1,1
"('Fiddlesticks', 'Jax', 'Jhin', 'Senna', 'Viego')",0,1,1
"(""K'Sante"", 'Nidalee', 'Rakan', 'Viego', 'Zeri')",1,0,1
"('Gragas', ""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Viego')",0,1,1
"('Alistar', 'Corki', 'Lucian', 'Renekton', 'Zyra')",0,1,1
"('Corki', 'Nautilus', 'Nocturne', 'Taliyah', 'Vayne')",1,0,1
"('Ekko', 'Gnar', 'Rell', 'Taliyah', 'Varus')",0,1,1
"('Graves', 'Jayce', 'Pyke', 'Taliyah', 'Vayne')",1,0,1
"('Akali', 'Camille', ""Kai'Sa"", 'Nidalee', 'Yone')",1,0,1
"('Kindred', 'Leona', 'Neeko', 'Sett', 'Ziggs')",0,1,1
"('Ornn', 'Rell', 'Tristana', 'Viego', 'Yone')",0,1,1
"('LeBlanc', 'Poppy', 'Seraphine', 'Viego', 'Zeri')",0,1,1
"('Ezreal', 'Jayce', 'Karthus', 'Ornn', 'Zoe')",1,0,1
"('Mordekaiser', 'Nautilus', 'Taliyah', 'Varus', 'Xin Zhao')",0,1,1
"('Akali', 'Graves', 'Jayce', ""Kai'Sa"", 'Seraphine')",0,1,1
"('Jhin', 'Lee Sin', 'Pyke', 'Rumble', 'Taliyah')",1,0,1
"('LeBlanc', 'Lee Sin', 'Nautilus', 'Senna', 'Twisted Fate')",0,1,1
"('Aatrox', 'Nidalee', 'Rell', 'Sylas', 'Varus')",1,0,1
"('Gnar', 'Jayce', 'Leona', 'Nidalee', 'Zeri')",1,0,1
"('Braum', 'Kindred', 'Orianna', 'Rumble', 'Smolder')",0,1,1
"('Nautilus', 'Rumble', 'Skarner', 'Vex', 'Zeri')",0,1,1
"('Kled', 'Rakan', 'Sivir', 'Sylas', 'Viego')",0,1,1
"('Kindred', 'LeBlanc', 'Lucian', 'Nami', 'Skarner')",1,0,1
"('Ashe', ""Kha'Zix"", 'Orianna', 'Poppy', 'Udyr')",1,0,1
"('Akali', 'Jax', 'Kayn', 'Rakan', 'Zeri')",1,0,1
"('Corki', 'Illaoi', 'Qiyana', 'Taric', 'Zac')",1,0,1
"('Jayce', ""Kai'Sa"", 'Leona', 'Nidalee', ""Rek'Sai"")",1,0,1
"('Caitlyn', 'Jayce', 'Neeko', 'Orianna', 'Zac')",1,0,1
"('Camille', 'Corki', 'Karthus', 'Pyke', ""Vel'Koz"")",0,1,1
"('Hwei', 'Illaoi', ""Kha'Zix"", 'Nautilus', 'Tristana')",1,0,1
"('Akali', 'Lee Sin', 'Miss Fortune', 'Pyke', 'Varus')",0,1,1
"('Akali', 'Ashe', 'Cassiopeia', 'Lee Sin', 'Pyke')",1,0,1
"('Akshan', 'Gragas', ""Kai'Sa"", 'Lillia', 'Pyke')",0,1,1
"(""K'Sante"", 'Kalista', 'Karthus', 'Rell', 'Zed')",1,0,1
"('Gwen', 'Jax', 'Talon', 'Tristana', 'Yuumi')",0,1,1
"('Gnar', 'Karthus', 'Pyke', 'Samira', 'Yone')",0,1,1
"('Annie', 'Jax', 'Maokai', 'Tristana', 'Viego')",0,1,1
"('Aphelios', 'Evelynn', 'Jayce', 'Skarner', 'Soraka')",0,1,1
"('Akshan', 'Fiora', 'Gragas', 'Jinx', 'Pyke')",0,1,1
"('Akali', 'Lee Sin', 'Nautilus', 'Tristana', 'Udyr')",1,0,1
"('Nautilus', 'Nidalee', 'Skarner', 'Taliyah', 'Tristana')",1,0,1
"('Alistar', 'Nidalee', 'Olaf', 'Orianna', 'Tristana')",0,1,1
"('Gragas', ""K'Sante"", ""Kai'Sa"", 'Nocturne', 'Pyke')",1,0,1
"('Jayce', 'Jinx', 'Lulu', 'Taliyah', 'Xin Zhao')",1,0,1
"('Nautilus', 'Tahm Kench', 'Taliyah', 'Tristana', 'Viego')",1,0,1
"('Corki', 'Rell', 'Sett', 'Taliyah', 'Varus')",1,0,1
"('Jax', 'Nautilus', 'Nidalee', 'Taliyah', 'Zeri')",1,0,1
"('Akali', 'Fiora', 'Rakan', 'Taliyah', 'Varus')",0,1,1
"('Ahri', 'Gwen', 'Nautilus', 'Talon', 'Xayah')",1,0,1
"('Corki', 'Leona', 'Miss Fortune', 'Renekton', 'Taliyah')",0,1,1
"('Gragas', 'Lee Sin', 'Rakan', 'Vex', 'Zeri')",1,0,1
"('Ashe', ""Kai'Sa"", 'Sejuani', 'Taliyah', 'Viego')",0,1,1
"('Aurelion Sol', 'Jhin', 'Lee Sin', 'Nautilus', 'Soraka')",1,0,1
"('Graves', 'Jhin', 'Nautilus', 'Rumble', 'Ryze')",0,1,1
"('Akali', 'Bard', 'Viego', 'Vladimir', 'Zeri')",1,0,1
"('Gragas', 'Graves', 'Rakan', 'Vex', 'Xayah')",0,1,1
"('Ashe', 'Caitlyn', 'Hwei', ""Kha'Zix"", 'Singed')",0,1,1
"('Akali', 'Braum', 'Kindred', 'Qiyana', 'Zeri')",0,1,1
"('Cassiopeia', 'Jarvan IV', 'Jinx', 'Thresh', 'Tristana')",0,1,1
"('Bard', 'Hwei', 'Jhin', ""K'Sante"", 'Xin Zhao')",1,0,1
"('Diana', ""Kai'Sa"", 'Olaf', 'Rakan', 'Yasuo')",0,1,1
"('Ezreal', 'Jayce', 'Lillia', 'Nautilus', 'Nocturne')",1,0,1
"('Aphelios', 'Katarina', 'Nautilus', 'Olaf', 'Skarner')",1,0,1
"(""Kai'Sa"", 'Nunu & Willump', 'Qiyana', 'Rell', 'Skarner')",1,0,1
"('Akali', 'Corki', 'Nautilus', 'Skarner', 'Wukong')",1,0,1
"('Katarina', 'Poppy', 'Rakan', 'Sion', 'Xayah')",1,0,1
"('Aphelios', ""K'Sante"", 'Lillia', 'Qiyana', 'Thresh')",0,1,1
"('Jax', 'Jayce', 'Jinx', 'Rell', 'Rumble')",1,0,1
"('Aphelios', 'Gwen', 'Kayle', 'Lulu', 'Poppy')",1,0,1
"('Braum', 'Hecarim', 'Skarner', 'Sylas', 'Varus')",1,0,1
"('Aatrox', 'Graves', 'LeBlanc', 'Smolder', 'Thresh')",1,0,1
"(""Kai'Sa"", 'Rakan', 'Rumble', 'Skarner', 'Vex')",1,0,1
"(""K'Sante"", ""Kai'Sa"", 'Kayn', 'Rakan', 'Taliyah')",0,1,1
"('Alistar', 'Gragas', 'Kindred', 'Orianna', 'Varus')",1,0,1
"('Hecarim', 'Rakan', 'Skarner', 'Sylas', 'Zeri')",0,1,1
"('Ashe', 'Camille', ""Kha'Zix"", 'Seraphine', 'Sylas')",0,1,1
"('Gragas', 'Lee Sin', 'Poppy', 'Taliyah', 'Varus')",0,1,1
"('Bard', 'Caitlyn', 'Graves', 'Lillia', ""Vel'Koz"")",1,0,1
"('Akali', 'Bard', 'Graves', 'Skarner', 'Zeri')",1,0,1
"('Akshan', 'Darius', 'Kalista', 'Karthus', 'Varus')",0,1,1
"('Jayce', 'Rakan', 'Rammus', 'Viego', 'Zeri')",0,1,1
"('Jayce', 'LeBlanc', 'Nautilus', 'Samira', 'Viego')",1,0,1
"('Aphelios', 'Lee Sin', 'Morgana', 'Thresh', 'Yone')",1,0,1
"('Bard', 'Graves', 'Ornn', 'Pantheon', 'Zeri')",1,0,1
"('Ezreal', 'Kayle', 'Leona', 'Lillia', 'Tristana')",1,0,1
"('Ashe', 'Cassiopeia', 'Pantheon', 'Rakan', 'Yasuo')",1,0,1
"('Jinx', 'Master Yi', 'Orianna', 'Pyke', 'Skarner')",1,0,1
"('Aurelion Sol', ""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Nunu & Willump')",1,0,1
"('Pyke', 'Renekton', 'Samira', 'Taliyah', 'Tristana')",1,0,1
"('Ashe', 'Karthus', 'Renekton', 'Seraphine', 'Tristana')",1,0,1
"('Darius', ""Kai'Sa"", 'Rell', 'Taliyah', 'Yone')",1,0,1
"('Ahri', 'Jax', ""Kai'Sa"", ""Kha'Zix"", 'Rell')",1,0,1
"('Jhin', 'Rell', 'Skarner', 'Viego', 'Zoe')",1,0,1
"('Akali', 'Gangplank', 'Kalista', 'Pyke', 'Taliyah')",0,1,1
"('Jayce', 'Kalista', 'Karthus', 'Renata Glasc', 'Tristana')",0,1,1
"('Akali', 'Morgana', 'Rumble', 'Vi', 'Xayah')",1,0,1
"('Camille', 'Rell', 'Talon', 'Tristana', 'Viktor')",0,1,1
"('Leona', 'Rumble', 'Tristana', 'Viego', 'Zed')",0,1,1
"('Bard', 'Gwen', 'Tristana', 'Varus', 'Viego')",1,0,1
"('Corki', 'Kled', 'Lee Sin', 'Pyke', 'Ziggs')",1,0,1
"('Azir', 'Camille', 'Jhin', 'Rakan', 'Viego')",0,1,1
"('Akshan', 'Brand', 'Hwei', 'Rakan', 'Viego')",1,0,1
"('Kindred', 'Orianna', 'Pyke', 'Skarner', 'Varus')",0,1,1
"('Blitzcrank', 'Camille', 'Jayce', 'Kalista', 'Taliyah')",0,1,1
"('Ahri', 'Jayce', ""Kai'Sa"", 'Pyke', 'Taliyah')",1,0,1
"('Ashe', 'Lee Sin', 'Tristana', 'Twisted Fate', 'Ziggs')",0,1,1
"('Ashe', ""Bel'Veth"", 'Lucian', 'Rumble', 'Ryze')",0,1,1
"('Akshan', 'Graves', ""Kog'Maw"", 'Pyke', 'Rumble')",1,0,1
"('Maokai', 'Rell', 'Taliyah', 'Tristana', 'Varus')",1,0,1
"('Blitzcrank', 'Singed', 'Taliyah', 'Yasuo', 'Zeri')",1,0,1
"(""K'Sante"", ""Kai'Sa"", 'Leona', 'Nidalee', 'Yasuo')",1,0,1
"('Heimerdinger', 'Jayce', 'Kindred', 'Poppy', 'Rumble')",1,0,1
"('Aatrox', 'Jinx', 'Nautilus', 'Nidalee', 'Zed')",1,0,1
"('Lucian', 'Nami', 'Nidalee', 'Renekton', 'Syndra')",1,0,1
"('Kayn', 'Renekton', 'Seraphine', 'Tristana', 'Ziggs')",0,1,1
"('Aphelios', 'Graves', 'Thresh', 'Twisted Fate', 'Vayne')",1,0,1
"('Aatrox', 'Ashe', 'Katarina', 'Lee Sin', 'Seraphine')",1,0,1
"('Corki', 'Ornn', 'Poppy', ""Rek'Sai"", 'Sylas')",0,1,1
"(""Kai'Sa"", 'Lucian', 'Pyke', 'Taliyah', 'Tristana')",0,1,1
"('Ahri', 'Jinx', ""Kha'Zix"", 'Poppy', 'Thresh')",1,0,1
"('Alistar', 'Heimerdinger', ""Kai'Sa"", 'Orianna', ""Rek'Sai"")",0,1,1
"('Ashe', 'Camille', 'Hecarim', 'Renekton', 'Seraphine')",0,1,1
"('Graves', 'Rakan', 'Smolder', 'Twisted Fate', 'Vladimir')",1,0,1
"('Blitzcrank', ""Kai'Sa"", 'Kennen', 'Nidalee', 'Xin Zhao')",0,1,1
"('Jax', ""Kog'Maw"", 'Nautilus', 'Taliyah', 'Yone')",0,1,1
"('Ezreal', 'Jarvan IV', 'Jayce', 'Neeko', 'Pyke')",0,1,1
"('Camille', 'Kalista', 'Nidalee', 'Tryndamere', 'Zyra')",0,1,1
"('Akali', ""K'Sante"", 'Kalista', 'Senna', 'Udyr')",0,1,1
"('Corki', 'Irelia', ""Kha'Zix"", 'Pyke', ""Vel'Koz"")",1,0,1
"('Janna', 'Kalista', 'Taliyah', 'Talon', 'Vayne')",0,1,1
"('Corki', 'Nidalee', 'Pantheon', 'Pyke', 'Vex')",1,0,1
"('Gwen', 'Katarina', 'Rakan', 'Xayah', 'Xin Zhao')",0,1,1
"('Ekko', 'Graves', 'Poppy', 'Rumble', 'Tristana')",0,1,1
"('Blitzcrank', 'Jax', 'Kalista', 'Lillia', 'Twisted Fate')",0,1,1
"('Ashe', 'Fiora', 'Hwei', 'Kalista', 'Lee Sin')",0,1,1
"('Corki', 'Nidalee', 'Renekton', 'Syndra', 'Tristana')",1,0,1
"('Pyke', 'Skarner', 'Sylas', 'Talon', 'Tristana')",1,0,1
"('Nidalee', 'Rakan', 'Skarner', 'Tristana', ""Vel'Koz"")",1,0,1
"('Corki', 'Gnar', 'Jayce', 'Lillia', 'Pyke')",0,1,1
"('Kennen', 'Nunu & Willump', 'Pyke', 'Tristana', 'Varus')",0,1,1
"('Ahri', 'Braum', 'Fiora', 'Graves', 'Tristana')",0,1,1
"('Akshan', 'Maokai', 'Renekton', 'Taliyah', 'Xayah')",1,0,1
"('Cassiopeia', 'Kalista', 'Lee Sin', 'Taliyah', 'Thresh')",0,1,1
"('Camille', 'Hwei', 'Kindred', 'Lucian', 'Pyke')",1,0,1
"('LeBlanc', 'Lee Sin', 'Pyke', 'Varus', 'Zac')",0,1,1
"('Draven', 'Olaf', 'Pyke', ""Vel'Koz"", 'Viego')",1,0,1
"('Kled', 'Nautilus', 'Qiyana', 'Taliyah', 'Tristana')",0,1,1
"('Gragas', 'Thresh', 'Tristana', 'Twisted Fate', 'Xin Zhao')",0,1,1
"('Corki', 'Gragas', 'Nautilus', 'Skarner', 'Tristana')",1,0,1
"('Galio', 'Pyke', 'Samira', 'Sett', 'Skarner')",1,0,1
"('Ashe', ""Kai'Sa"", 'Wukong', 'Xin Zhao', 'Zoe')",1,0,1
"('Aatrox', ""Bel'Veth"", 'Galio', 'Kalista', 'Taliyah')",1,0,1
